id,film,date,score,review,is_english
134293,Captain Marvel,2019-03-11,5,"I just got back from watching it and I am happy to announce that it is very good.\n\nItï¿ 1/2(TM)s not as funny as\, like\, Thor Ragnarok\, but itï¿ 1/2(TM)s got good funny bits and some really solid writing. Iï¿ 1/2(TM)d rate it up there with the first Captain America movie\, easy. I think I need to get a Captain Marvel jacket now? And more fistfights set to No Doubt songs. \n\nMy favorite part was the buddy-comedy sort of relationship that Carol and young Nick Fury had. And I remembered that one of the previous Marvel movies had a line where Fury mentioned that he had a friend once\, and trusting them was what caused him to lose his eye. When that happened\, it justï¿ 1/2really hit me. You learn a lot of new things about Fury in this movie. Really opens him up as a character.\n\nThe most unbelievable part of the movie was when Carol stole an outfit off a mannequin and the pants fit perfectly.",True
193335,Captain Marvel,2019-03-09,5,"Was all around good mov8e \, begining kinda dragged alitte",True
193548,Captain Marvel,2019-03-15,2,"Wasnâ(TM)t as bad as everyone said. It wasnâ(TM)t overloaded with feminist ideals and some parts were really funny. Overall itâ(TM)s dissappointing for a Phase 3 MCU film. Maybe would be good if it was Phase 2. The action was okay overall and the plot was dreadful. Decent movie overall\, worth seeing the first time. Itâ(TM)s defin not worth a second trip as most MCU films are.",True
125144,Captain Marvel,2019-03-21,5,Great movie and perfect set up for the next Avengers. Can’t wait but don’t want it to end either!!,True
147525,Captain Marvel,2019-03-11,3,"I wish I could say I loved this. I am a passionate Marvel movie fan. However\, the acting\, the script - just not sharp\, funny\, witty like movies in the past. Brie Larsen's character persona lacks depth of any kind. Annette Benning is also stilted\, and what happened to Samuel L. Jackson's Fury? So watered down\, even silly in this film. Where is the intensity? This movie was more of a cartoon\, rather than the fun fantasy stories I've come to love. I hope it's not a foreshadowing of the quality of Endgame. That would break my heart.",True
109713,Captain Marvel,2019-03-11,5,Best super hero movie yet!,True
113642,Captain Marvel,2019-03-10,1,Completely boring and predictable. Probably the worst superhero movie ever.,True
142946,Captain Marvel,2019-03-10,3,its it's okay don't believe the hype or the hate ,True
195695,Captain Marvel,2019-03-09,1,"What happened to the days of Iron Man? Seriously\, these movies get sillier and more overwrought every time. Should have made this a hard pass.",True
146519,Captain Marvel,2019-03-09,3,I was disappointed enough to start an account here so I could rate it.,True
191459,Captain Marvel,2019-04-03,0,Very boring for a marvel movie fell asleep twice. Surprised they cast such a boring actress. She was the boat anchor for the movie.,True
181688,Captain Marvel,2019-03-10,5,"This is a great movie. love the music\, the action\, ",True
140792,Captain Marvel,2019-03-10,2,I think this is the worse Marvel Movie ever....,True
127489,Captain Marvel,2019-03-09,1,"Here I’ll sum it up in a few words: Corny\, forced\, lame\, out of place\, not a Marvel movie\, irritating\, awkward characterization of the 90’s\, saved by the post credit scenes. *spoiler* isn’t the tesseract with Captain America in the ice? Huge plot contradiction",True
147293,Captain Marvel,2019-03-18,2,I went into this movie wanting to support Brie Larson but her acting was too bland. Really ruined the actual character of Captain Marvel.,True
197814,Captain Marvel,2019-04-01,0,.worst marvel movie ever...boring predictable and not funny at all,True
168073,Captain Marvel,2019-03-10,3,"Solid MCU movie. Was a little upset with how they took liberties with the original Captain Marvel story line.  That being said\, Brie Larson did a good job with the title role. Strong supporting roles by Samuel L. Jackson and Jude Law really helped out a lot.  Not my favorite MCU movie\, but not my least favorite either.  Well worth seeing.",True
129225,Captain Marvel,2019-03-11,5,"I actually thought it was a good movie i enjoyed it. It doesnt deserve all the backlash its gerting. Besides- \nI understand it doesnt follow comics but i think its at least entertaining and a good orgin story. \nThey gave her some lost/punishment instead of just \n\n\""Boom you have powers now\"" \n\nI think they did a good job enough for me wanting to see it a 2nd time.",True
174287,Captain Marvel,2019-03-19,4,The film was better than I expected. I enjoyed most things about this film. I could have done without some of the cheesy one liners but other than that it was something I would 100% recommend for the MCU fans and also to just someone who enjoys a good modern action film.,True
112311,Captain Marvel,2019-03-08,5,Captain marvel is everything I ever needed! This movie is amazing!!! Bad ratings are from guys that can't handle a movie about a girl who is better than everyone else and doesn't feature her sexuality at all. Almost as if her amazingness has nothing to do with how much skin she can show? Blasphemous right?,True
186617,Captain Marvel,2019-03-09,5,"This movie was great. I have read many bad reviews\, but not sure what they are getting at. The action\, story plot\, and character development was good. It was very funny and had a good twist.",True
123639,Captain Marvel,2019-03-09,4,Good movie. Can't wait to see Brie as a part of Marvel's future!!,True
98150,Captain Marvel,2019-03-10,5,"Absolutely great movie. Pretty standard for a superhero origin story plot\, but it’s a fun ride. Great ‘90s\, Sc-FI\, and Aviation references placed throughout. Brie Larson and Samuel L. Jackson have great chemistry on screen.",True
101330,Captain Marvel,2019-03-15,2,"Almost everything about this movie feels like wasted potential. From the 90s references to the titular character herself\, nothing feels completely fleshed out in a way that is satisfying. The majority of the plot centers around Carol Danvers figuring out who she is\, and by the end of the movie\, I still couldn't tell you. \n\nThe writing is quite disjointed\, and I really don't know what defines her personality\, because it often seems to change even mid scene. She is strong\, I guess? The digital de-aging of Sam Jackson is an amazing feat\, and for that alone it receives a star. Unfortunately\, though\, placing Nick Fury in this movie is really a waste. While I liked all of his scenes here\, because he elevates Larson's rather poor acting\, it causes issues with his characterization within the continuity of the rest of the Marvel universe. Part of the allure of the Nick Fury character is how he is mysterious\, and like all prequels\, they have removed that. Danver's sloppy characterizations means she works best when she is onscreen with a personality that is better defined\, like Fury or her friend Monica\, but doesn't work with Jude Law or the other \""aliens.\""\n\nThere are times that I recognized the movie was trying to have some sort of emotional beat\, but there wasnâ(TM)t enough groundwork laid to actually sell it. Similarly\, there is a twist that suffers from the same issue\, as there really isnâ(TM)t any justification or ramifications in the later scenes. Shouldnâ(TM)t Captain Marvel feel something for now fighting against her former friends\, people that she has spent years training and having fun with? Why is the huge emotional impact of her or them being traitors missing? There might have been a kernel of a good story here\, but it needed at least a few more passes to get it right.\n\nWriting: quite poor; Acting: mediocre for the main character\, okay for everyone else; Special Effects: stunning.",True
110995,Captain Marvel,2019-03-11,0,"Brie Larson does a good job\, but no performance can save this ham-fisted script and direction.  Marvel has had a good thing going\, but I wonder if they have begun to suffer the winner's curse: they have been on top for so long that they aren't sufficiently self-critical to recognize bad ideas anymore.",True
140896,Captain Marvel,2019-05-01,5,I thought captain Marvel was brilliant movie you couldn't of picked a better actress than Brie Larson as captain marvel it's like Scarlett Johansson as black widow just can't ask for better actress as them but overall all bad ass movie before going to see end game u all should watch this movie first thing as captain marvel going play a big role in endgame,True
143381,Captain Marvel,2019-04-20,5,It's perfect!!!,True
153419,Captain Marvel,2019-03-18,5,Me and family love the movie it was fun and full of action,True
110189,Captain Marvel,2019-03-09,0,"Black widow shoulda been the first woman lead movie in the MCU\, Bad choice in music at the end\, I'm just a girl\, reallly took me out of the movie and I got confused with the time jumps. Just a filler until end game :)",True
166739,Captain Marvel,2019-03-17,2,Shaky story line and disney influence makes me very concerned about end game. James gunn firing is a tragedy and its effects are illustrated in this movie which i would say rivals dc films. Marvel superiority is a thing of the past ,True
110665,Captain Marvel,2019-03-19,0,"boring movie really\, just because there is a female lead doesnt mean its good",True
172283,Captain Marvel,2019-03-11,2,"Terrible script and disastrous direction\, this is Captain Marvel!",True
115603,Captain Marvel,2019-03-17,5,Didn't look at over reviews. Liked the movie.,True
125650,Captain Marvel,2019-03-16,4,"Great movie! Itâ(TM)s fun to watch! It ties up some loose ends in the MCU! Itâ(TM)s hard to understand if you havenâ(TM)t seen previous marvel movies. Itâ(TM)s not quite as funny as some of the other movies\, but definitely is still awesome to see!",True
158985,Captain Marvel,2019-03-17,5,"Okay so we went into the movie thinking that it would be disappointing because of the reviews that we had seen and the rotten tomatoes score\, which for marvel comic movies is sub-par. \nThis movie was excellent!!! I loved the introduction of the characters. I loved the plot twist and turns. I was very pleased with understanding how Fury and Captain Marvel establishe their bond. I give the film 9/10!!",True
129114,Captain Marvel,2019-03-09,4,"I absolutely loved it! It was funny\, powerful\, emotional and very well done. It wasnâ(TM)t predictable and it was very well exicuted. I would definitely recommend  this to others.",True
120579,Captain Marvel,2019-03-10,1,Far below my low expectations. Non clever story line combined with mediocre acting delivered a disappointing performance. ,True
126267,Captain Marvel,2019-03-16,5,great origin story - can't wait to learn more.,True
110444,Captain Marvel,2019-03-10,0,Boring and felt no tension throughout the whole film,True
197870,Captain Marvel,2019-05-15,2,Worst marvel movie. They shouldve dropped production. You can tell they made this just for avengers endgame. Poor movie experience.,True
138383,Captain Marvel,2019-05-11,3,"Interesting character\, but the movie wasn't one of the better Marvel stories.",True
158144,Captain Marvel,2019-03-10,1,"Not that great. Humor fell flat\, smirky attitude was annoying. I hope her part in end game will be minimal. ",True
192207,Captain Marvel,2019-03-16,5,Very good movie. Much better than I expected. And goose.......goose was amazing!!!,True
160556,Captain Marvel,2019-05-09,1,One of the worst Marvel movies. There is no character development and the character isn't likable at all. Just a poor effort. Hopefully the next phase doesn't follow this path.,True
144229,Captain Marvel,2019-03-10,2,"It was a movie to explain a text message. Way to many flashbacks\, Ronin must have been a bit more timid in his early years\, cause he ran after about two min.",True
194152,Captain Marvel,2019-03-08,2,Way to much social justice warrior and not enough content.,True
99126,Captain Marvel,2019-03-25,3,"A decent origin story with a decent execution. A solid OK performance from the leads. People will definitely enjoy the movieâ(TM)s common display of Marvel formula (though less in extravagance). Its mojo has never ran out of appeal. The problem I see is its âok-nessâ?. So donâ(TM)t try comparing it with WW. But for sure\, I want to see more of her on the last Avengers. Captain Marvel is insanely powerful. Sheâ(TM)s almost unstoppable. That makes me think why Fury waited this long to page her. I enjoy seeing this girl kick some ass. I also like her sarcasm and subtle acting. Itâ(TM)s tasty.",True
187533,Captain Marvel,2019-03-16,2,"This was a below average marvel movie. Nothing spectacular about it. I went to go see it with my friend Carlos and it was more fun making fun of the movie than it was watching it. It just seemed bland\, and incoherent\, and for lack of a better word\, it was just a mess. Almost rushing through itself. Like the pacing of this movie sucked so bad\, and we don't really have any gravity of Carols situation. I often find myself asking \""why should we care?\"" And the ending \""plot twist\"" was actually very predictable. The acting in the movie was fine\, Sam Jackson played a great part\, Ben Mendelsohn same. The rest were just meh. Story was weak\, weird\, and paced terribly. Special effects were atrocious to look at\, it looked like an actual 90's movie. The editing\, dear God almighty the editing was so bad\, like actually so bad. Look at HiTop films to explain why\, i just cant do it justice. It was actually so bad i had to close my eyes because the cringe was so bad. And when she was fighting in the end to the tune of \""im just a girl\"" this attempted James Gunn impression with the retro song fight fell hard on its face\, it was juat terrible. This movie overall was okay. Not the best\, and i certaintly will not be watching this again.",True
123452,Captain Marvel,2019-03-10,4,"Good \, great story and affects xx",True
110566,Captain Marvel,2019-06-07,2,"Boring\, do not watch it ! It's as bad as Iron Man 2 ",True
149287,Captain Marvel,2019-04-08,2,Larson can't hold this company for the future. She's completely bland and it's probably really my least favorite Marvel film to date with the likes of The Incredible Hulk and Thor: The Dark World.,True
141816,Captain Marvel,2019-03-10,1,"It looked pretty with advanced cgi from marvel\, but overall the story was weak\, the characters were lazy and uninspired\, but a pretty good movie to fall asleep to.",True
120432,Captain Marvel,2019-03-10,5,Fantastic movie. The negative user reviews are unfounded and are ridiculous. Go see this movie. ,True
126408,Captain Marvel,2019-03-10,2,"Great special effects. Utterly forgettable story with an utterly flat main character. The worst part about this movie (and it’s post credit scene) is that it raises great concerns about the upcoming Avenger’s “Endgame”. We’ve been sitting through Disney’s phenomenal MCU story arc for 10 years\, but if this is what what we have to look forward to\, the vast majority of fans are in for a huge let down. How very sad.",True
111086,Captain Marvel,2019-03-11,2,"Brie Larson.....meh.  Best part of this movie was finding out how Fury lost the eye.....and the cat...the cat was cool.  Everyone else was fine\, plot was \""ok\""\, Larson was a bad casting decision.  I can think of many other actresses with the chops for this role\, but Larson failed.\nYou don't need to see this movie to watch Endgame.\nOverall\, dissappointed.",True
99974,Captain Marvel,2019-03-13,1,"After spending twenty minutes having no idea what was going on I left. No character building\, no story building..just OTT action like a poor early 90s action flick. I thought this was supposed to be a film for women? Don't they know we like that stuff? I had no idea who the blue people or the green people were...did I have homework to do before watching? In which case I did not get the memo. BORING!",True
101975,Captain Marvel,2019-03-20,4,"Amazing film and a //Marvelous//  addition to the MCU\, wonderful character development and special effects\, so impressed with the cinematography",True
171790,Captain Marvel,2019-03-12,1,"Terrible\, donâ(TM)t go see this one",True
108735,Captain Marvel,2019-03-09,5,"BESTÂ MARVELÂ MOVIEÂ EVER\, her character arch and the acting and the characters and yeah basically everything was perfect. \""I've got nothing to prove to you\"" YESÂ GIRL\, this is what we all needed",True
181202,Captain Marvel,2019-03-10,4,"This film managed to greatly exceed my expectations from my initial concerns with the trailers. It has a few hiccups early in the movie but really picks up the story and cinematography\, making it a fun and surprisingly deep and connected film to watch. Thoroughly enjoyed.",True
149291,Captain Marvel,2019-03-09,4,"Larson holds her own in the MCU as Carol Danvers\, and Jackson clearly has fun playing off her. They make a surprisingly good buddy team. Nice performance by Mendelssohn\, too (Goose\, however\,  steals the show). Everything you'd expect from the House of Lee plus a couple of nice plot twists\, great special effects\, and an homage to grunge that made me yearn for my flannel. Now bring on Endgame!",True
171644,Captain Marvel,2019-03-09,4,"Technically not perfect\, but story is sympathetic and Brie Larson as Captain Marvel convincing.",True
200254,Captain Marvel,2019-04-25,2,Zero character development or growth. Poor service to the Skrull. Overall a very meh and boring flick,True
171179,Captain Marvel,2019-03-29,5,Such a wonderful movie. Very different from other superhero origin story. Really love how Brie Larson embodied Captain Marvel. Women are emotional but strong. This is very emposwering. I feel more confident and stronger as a woman after watching it. Thanks to Marvel/Disney for selecting Brie. Kudos to everyone in Captain Marvel!,True
126285,Captain Marvel,2019-03-10,5,"Great pace\, and plenty of humor in the film. Felt the character introduction was solid for the main and supporting characters. A good build up to â~End Gameâ(TM).",True
151680,Captain Marvel,2019-03-13,4,"Loved it! Perfect uplifting respite from the bleakness of Infinity War\, totally pumped for Endgame. Immediately made me want to go through the whole MCU canon again.",True
170504,Captain Marvel,2019-03-09,0,Stationary movie  with no emotional progress throughout the whole movie,True
192028,Captain Marvel,2019-03-09,5,Very fun twist to the simple origin story of a new hero.,True
164390,Captain Marvel,2019-03-10,4,Really good job and special effects. Actors all did a good job. ,True
96882,Captain Marvel,2019-03-14,0,"1st 90 mins of the movie is just boring. It picks up after that but the story makes no sense. \nIn origin stories the hero trains and learns about their power and how to control it\, Captain marvel went from having no knowledge of her powers apart from flaming fists\, to complete mastery over her powers in the blink of an eye.\nShould have spent more time on exploring her powers and less with the forgotten memories.",True
170509,Captain Marvel,2019-03-09,4,Stays with the MCU fun. Stan Lee cameo was fantastic. Larson does well with the script given. Jackson is fantastic as always. The villain is not strong enough to boost the Captain Marvel franchise. Goose may be the best part though. (Second viewing was better. Picked up more of course.),True
103869,Captain Marvel,2019-12-09,0,An objectively bad movie,True
157163,Captain Marvel,2019-03-09,3,Not a very good Marvel movie seemed rushed with a slow and boring story,True
138108,Captain Marvel,2019-03-10,0,In my opinion there was bsrely any character development in the movie and the actress was not a good fit for a marvel movie. Dissapointing,True
110574,Captain Marvel,2019-03-18,1,"Boring film\, Brie larson has zero personality in this film. Too much politics as well .Not true to the actual character in the books..",True
172681,Captain Marvel,2019-03-10,1,That film was just boring. Ending credit scene was the best part,True
106257,Captain Marvel,2019-03-12,4,"A terrific origin story\, fantastical and creatively told.  At its core\, it's really just about friendship and humanity\, even if applied to non-humans.",True
146728,Captain Marvel,2019-03-10,2,"I was not a huge fan off this movie. The story is not that well made\, Brie Larson could have done a better job being the hero\, but i did like the CGI on Fury",True
197812,Captain Marvel,2019-06-21,0,"Worst marvel movie ever. Acting was a joke\, plot was simple\, and such unrealistic actscenes. ",True
190547,Captain Marvel,2019-03-19,3,Ultimately underwhelming,True
199334,Captain Marvel,2019-03-13,5,Wow such an awesome funny and action packed movie I love!m it! Can’t wait for the next one ☝️ ,True
118299,Captain Marvel,2019-03-17,5,Entertaining movie.\nI'm interested in seeing more Captain Marvel cameos and full length movies.,True
168112,Captain Marvel,2019-03-09,5,"Solid origin movie\, can't wait to see her play off of the other Avengers in Endgame! 4.5/5 for me",True
140144,Captain Marvel,2019-03-26,5,"It Captain Marvel is not the ï¿ 1/2~cookie cutterï¿ 1/2(TM) made out by some reviews\, but rather a jigsaw piece that fits beautifully into the MCU. Her debut is at least on a par with two other MCU greats; Iron Man and Captain America\, if not better. Clever\, sassy and emotive\, this film should have you thinking about what happened long after you left the theater.",True
186154,Captain Marvel,2019-03-09,5,"This movie was amazing. Her acting was perfect as well as all the actors in the movie. PLEASE DO NOT LISTEN TO THESE NEGATIVE REVIEWS\, I honestly don’t see why they hate the movie. Before I went in to see the movies\, I read these comments so my hopes weren’t high. After seeing the movie I was blown away by how good it was. ",True
112333,Captain Marvel,2019-03-16,2,Captain Marvel is kind of hot but the best part of the movie is the cat !,True
121924,Captain Marvel,2019-03-26,1,found the movie to be more boring then anything even during fight scenes,True
144703,Captain Marvel,2019-03-14,4,"It was funny\, had beautiful visual effects\, and had a good story line. Canâ(TM)t wait to see how she does in endgame",True
117806,Captain Marvel,2019-03-12,3,"Ehhh..that about covers it. Wasnâ(TM)t as bad as all the naysayers said it would be...but wasnâ(TM)t that good either. RDJ balances Tony Starkâ(TM)s smugness with humor. Bree doesnâ(TM)t have that same ability and just comes across as slightly annoying. There were also a few things in the movie that I believe\, like me\, you will hate. Doesnâ(TM)t ruin the movie but will really agitate you. Also\, I donâ(TM)t think the marketing did this movie any justice by touting her as the most powerful MCU blah blah blah. Because in the movie it doesnâ(TM)t come across that way. She doesnâ(TM)t seem any more powerful than Thor\, maybe less so. I believe that turned a lot of people off and should have been better thought out by the people in charge. All in all Iâ(TM)d say wait till itâ(TM)s out on video. No need to rush out and see it. Doesnâ(TM)t seem that important to End Game either.",True
125799,Captain Marvel,2019-03-10,5,"Great movie\, maybe itâ(TM)s cuz I took a class on women gender and sex\, but I felt giddish the entire movie\, really nice character interplay\, especially in the slower more relaxed scenes. The 90s nonstalgia music got me too\, no gripes with this movie :)",True
187264,Captain Marvel,2019-03-10,5,This movie works on many levels. Fun for kids and grownups! It’s about time Marvel had a lead female superhero!,True
193492,Captain Marvel,2019-03-09,2,Was hyped for the movie sort of liked the comics but it was just meh,True
183412,Captain Marvel,2019-03-09,5,This might be my favorite Marvel movie to date. Lots of references for Gen Xers to pick up on.,True
134637,Captain Marvel,2019-03-11,4,"I liked it. Brie Larson did a great job\, and I really enjoyed the character. There could have been more style with the directing\, but I really enjoyed myself.",True
196399,Captain Marvel,2019-03-09,3,"While entertaining at times\, the story is a bit messy and familiar. Brie Larsonâ(TM)s stoic performance didnâ(TM)t help either. I hope that in Avengers: Endgame\, her performance will be different due to different directors",True
114689,Captain Marvel,2019-05-10,4,Decent movie. Didn't know much about Captain Marvel before this.,True
122484,Captain Marvel,2019-03-23,4,.Fun movie Larson was good as Captain Marvel. Really felt like this was a filter movie before the big one(Endgame),True
122358,Captain Marvel,2019-03-16,4,Fun but formulaic and predictable,True
160498,Captain Marvel,2019-03-09,5,"One of the vest\, most empowering movies ive seen in a long time.",True
158980,Captain Marvel,2019-03-10,0,"Okay. So my review was deleted. Lackluster \""hero\"" in lackluster movie which is not worth watching.",True
134089,Captain Marvel,2019-03-09,1,I heard so much about it and got excited. it did not live up to the hype. I hope marvel doesn't make Endgame all about her because it will ruin it. She is very stoic and the storyline is off. fingers crossed for Dark pheonix,True
169560,Captain Marvel,2019-05-26,2,"Spoilers. This movie isn't so good. The plot isn't good\, the acting isn't so good besides Samuel L. Jackson. When the battle was about to come they gave it up for comedy. Didn't like the movie.",True
110614,Captain Marvel,2019-03-09,2,"Boring! I've never been a big fan of Captain Marvel; there's nothing unique about her powers or her backstory.  Include her in a different MCU movie\, but no need for her to have her own film.",True
114641,Captain Marvel,2019-03-11,3,Decent. Another post summed it up. “Same level as AntMan”. ,True
197906,Captain Marvel,2019-03-09,0,Worst MCU movie by a tremendous margin.,True
112269,Captain Marvel,2019-04-28,5,Captain Marvel is a superheroine who's big power comes from her spunky attitude that comes from a woman who doesn't let men tell her what to do. Better than expected. ,True
186344,Captain Marvel,2019-03-09,5,"This movie was awesome! Twists and turns I wasnt expecting. I loved it and my friends (who aren't even marvel fans) loved it. The acting was great\, humor on point\, and the story really drew you in. Definitely one of my new favorite marvel movies.",True
136368,Captain Marvel,2019-05-02,3,"I'm all for empowering women and burning down the patriarchy\, but not with shoehorned political messages like this. Wonder Woman showed us what it was trying to say. Captain Marvel just preached.",True
97360,Captain Marvel,2019-03-10,3,A average movie by Marvel's standards. There are pacing problems and a good portion of the writing was just bad. In the end the references and characters are good and I look forward to seeing more of this world. ,True
151390,Captain Marvel,2019-03-11,5,"Loved it! Give the movie a chance\, don’t listen to all these trolls. 🙄",True
125842,Captain Marvel,2019-03-09,4,"Great movie!\nI loved Brie Larson's acting as Carol. I fell in love with the character because of her. \nNot the best Marvel movie\, but really good inded.",True
123900,Captain Marvel,2019-03-10,3,"Good\, not great\, definitely not bad. I feel like they made some questionable decisions story wise. Additionally the character of Capt Marvel could not have been an easy one to write with her comic background.",True
188974,Captain Marvel,2019-03-10,5,"Tired of the fan boys rating down any female protagonists. At some point perhaps we will overcome. Until then\, ignore and this money is money and presents many positive and strong female characters. ",True
112660,Captain Marvel,2019-03-08,5,"Captain Marvel was the superhero my 16 year old self needed\, and the soundtrack is a love letter to teenage me. I love the movieâ(TM)s message of inner strength and the way it shows Carol Danversâ(TM) very relatable lifelong struggle of being underestimated. Loved the movie\, and I canâ(TM)t wait to see how she fits in with the rest of the MCU!",True
144047,Captain Marvel,2019-03-10,4,"It was a good movie the trolls\, are ruining it for everyone else. Just watch it and think for yourself ",True
117379,Captain Marvel,2019-03-10,2,"Do yourself a favor and wait for it on vcr.\nPoor attempt at retro humor from the 90s.\nPoor music score\, seriously No Doubt's I'm Just a Girl.\nMCU movies need start uping their formula. This is the 21st of the series; it's been done too many times.\nAs for the whole pro-women agenda...\nPlease\, anyone looking at this with 2 ounces of wit can see the main character has an unfair advantage over everyone. How is this empowerment? I'll just take this as a message that those who don't take no for an answer tend to succeed or die trying.\nThe 5th Element had a way better msg\, music\, acting and plot line. For those that haven't seen it\, check that out before wasting 2 hours on this\, which will anyways\, but then at least you can compare between good and average.",True
160865,Captain Marvel,2019-05-04,2,Only reason to watch this is that it is a Marvel movie. The character is not likable and as a comic fan this is not an interesting character. I get that they need a female lead but Black Widow and Scarlet Witch are far more likable comics and characters. I feel like I wasted money.,True
153606,Captain Marvel,2019-03-10,0,Meh. I rather watch Ragnarock again. \nWaste of time,True
105568,Captain Marvel,2019-03-12,4,"As far as Marvel origin films\, it places higher than many of the others because it doesn't feel forced or over-the-top. Samuel L. Jackson was hilarious\, and a good compliment to Brie Larson's mores serious/fish-out-of-water character. Overall a pretty solid movie",True
145011,Captain Marvel,2019-03-16,3,It was not a great Marvel movie and it was not a bad Marvel movie. I found it to be between ok and good.,True
122919,Captain Marvel,2019-03-09,4,"Given initial ratings I was expecting Green Lantern. But this was overall a good movie and worthy of the MCU lineup. Feels like I’m in the twilight zone sometimes\, like it’s taboo to give this movie the rating it deserves. ",True
126140,Captain Marvel,2019-03-11,5,Great movie we enjoyed the plot twist.  The special effects were really good,True
120178,Captain Marvel,2019-03-09,5,Fantastic!!! Exactly the right tone.,True
102865,Captain Marvel,2019-05-24,4,A movies job is to entertain. I was entertained. Give it a shot. You may like it. You may not. Make up your own mind.,True
135889,Captain Marvel,2019-03-18,4,I LOVE IT!! every one should go see this movie!,True
192094,Captain Marvel,2019-03-11,4,Very good film! I enjoyed everything from beginning to end. And I’m not going to give it a perfect score just because people are trashing it based on the film having a female lead as the hero. I appreciated the build up for what’s to come in the next avengers film. ,True
128271,Captain Marvel,2019-03-14,0,"Horrible movie. Horrible acting. Way too hyped up. No where near as good as Wonder Woman\, or any other marvel movie for that matter.",True
144080,Captain Marvel,2019-03-09,5,"It was a great movie\, all Marvel fans should watch this.",True
158347,Captain Marvel,2019-03-09,2,"Not the worst Marvel film\, but one of the slowest. Should of been in phase one",True
154800,Captain Marvel,2019-03-09,0,Movie was pretty lack luster compared to the trailers they had. Thereâ(TM)s really no reason to see this movie for endgame coming up because the only stuff that has value really is the mid credit scene witch was posted before the movie even came out.,True
118048,Captain Marvel,2019-03-10,3,"Enjoyable. Some funny parts. Decent action. Brie runs kind of funny\, not like you would expect a superhero to run. Skrull stole the movie though. And the cat. Samuel L is well Samuel L. Looking forward to Avengers.",True
145370,Captain Marvel,2019-03-15,4,"It was pretty good!  I enjoyed it.  It had some problems though.  Marvel tried to use the movie to answer MCU questions and tie things together.  Easter eggs are fun\, but this felt like it was trying to close plot holes from other films.  Next time\, let the film stand on it's own.  I love the connected nature of the MCU\, but balance is important.  Too many easter eggs and explanations can ruin a movie and I feel it slightly lowered the quality of this movie.",True
191450,Captain Marvel,2019-03-12,5,Very boring and long.\nnot worth a cinima trip. its for a netflix night,True
149705,Captain Marvel,2019-03-12,0,Let me down as a marvel and movie fan overall. Formulaic and as the lead up to end game I expected more,True
153000,Captain Marvel,2019-03-08,3,"Marketing matters. Through all of the divisiveness I still wanted the movie to be good. I wasn't exactly disappointed\, but continuity errors and some clunky dialogue stuck out a little. The VFX didn't bother me until the big final fight sequence in space (arguably where it mattered most). Larson and Jackson had great chemistry. But Fury's scratched out eye thing was a load of shit. Build up the mystery in the Winter Soldier and then throw it away. Last Jedi levels of carelessness right there. All in all\, I have hope that the Russos will handle her better in Endgame than she was in her own film. Try to stay positive.",True
176802,Captain Marvel,2019-03-13,0,"The movie is visiually dull. The story telling is nearly offensively formulaic. The fight sequences are mostly lackluster. Larson's performance lacks the charisma and grandeur a character the importance of Captain Marvel must possess. Overall\, there is little to write home about\, other than the fact that this plot is a forceful\, absurd intrusion on the decade-long build up of the MCU collective story.",True
151819,Captain Marvel,2019-03-11,5,Loved it. True Marvel movie!,True
144437,Captain Marvel,2020-02-22,4,"It was a well-done origin story that reached out especially to women viewers. For that\, I appreciated the movie even more.",True
105742,Captain Marvel,2019-03-09,4,"A slow first half due to how much setup is needed\, but from the second onward it picks up and gets in shape. Some moments were a bit predictable\, but for every prediction there was a moment I thought I'd guessed that pulled the rug out from under me\, so it balances out. Not an End Game or Black Panther\, but I'd say on par with Thor 1\, or Ant-Man. Middle of the pack sort of movie.",True
162041,Captain Marvel,2019-03-10,0,Personally the worst Marvel yet!! Brie Larson was terrible. ,True
195090,Captain Marvel,2019-03-19,5,What a great movie!!!!!!!!!!!,True
124853,Captain Marvel,2019-03-10,5,Great Flick!  Goose is the best.,True
134581,Captain Marvel,2019-03-09,4,"I liked all the other character's acting better than Larson's. It is weird that her abilities are not well defined. Overall\, the film was still entertaining due to the supporting cast and visuals. I have a feeling that the director told her to act without emotion and like she was awkwardly regaining it. Even with that knowledge\, the way that was acted out did not work well. ",True
196191,Captain Marvel,2019-03-13,1,"When the namesake of the movie\, isn't even the best character\, it's not a good movie. It could have had an awesome story\, been empowering for women\, AND had appeal to both genders\, by simply having a good story\, that added to the universe that has long since been established\, but I don't see how it did any of those.",True
109910,Captain Marvel,2019-03-09,5,Better than expected. Had a good time.,True
129723,Captain Marvel,2019-03-08,2,"Iâ(TM)ll make it really simple and clear\, this movie is trash.",True
168116,Captain Marvel,2019-03-09,4,"Solid origin story. Solid action. Satisfactory for a marvel movie\, but not in my top 10. Better than every dc movie\, with the exception of anything in the dark night series. I was entertained\, AND it moved me to the next step of mcu movies. Waiting on ENDGAME.",True
144642,Captain Marvel,2019-03-10,5,"It was excellent. Loved the tie-ins\, storyline\, the soundtrack\, cinematography\, nostalgia... all of it. A new favorite Marvel film for sure.",True
